unit_id,outcome_id,type,label,url,scope,class_id
u29,y4,video,Capacity for Kids: Measuring Volume | TutWay,https://www.youtube.com/watch?v=xSbsbz7Ovb4,global,
u29,y4,video,Measuring Capacity: Millilitres and Litres | Trinity Primary,https://www.youtube.com/watch?v=yxnJh4Jbclo,global,
u29,y4,worksheet,Corbettmaths — Metric Units (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/metric-units-pdf.pdf,global,
u29,y5,video,Measuring Capacity and Reading Scales | Maths Everywhere,https://www.youtube.com/watch?v=GFTlete-nMM,global,
u29,y5,video,Place Value to the Thousandths | Miacademy,https://www.youtube.com/watch?v=BsZJGMRWEK0,global,
u29,y5,worksheet,Corbettmaths — Reading Scales (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/reading-scales-pdf.pdf,global,
u29,y6,video,Archimedes' Eureka: Measuring Volume by Displacement | Manocha Academy,https://www.youtube.com/watch?v=X1VazJC8OLY,global,
u29,y6,video,Finding the Volume of an Irregular Object by Water Displacement | AllThingsChemistry,https://www.youtube.com/watch?v=7kNiVrL6uV8,global,
u29,y6,video,Volume by Water Displacement | Eric Pantano,https://www.youtube.com/watch?v=--HL4NiR6OU,global,
u29,g1,video,Volume of Rectangular Prisms | Math with Mr. J,https://www.youtube.com/watch?v=By7sVb2IhFs,global,
u29,g1,video,How to Find the Volume of a Triangular Prism | Math with Mr. J,https://www.youtube.com/watch?v=4pV7_NuGO2g,global,
u29,g1,worksheet,Corbettmaths — Volume of a Prism (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/volume-of-a-prism-pdf.pdf,global,
u29,g1,worksheet,Corbettmaths — Volume of a Cuboid (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/volume-of-a-cuboid-pdf.pdf,global,
u29,g2,video,1 mL = 1 cm3 (volume-capacity link) | Scott Milam,https://www.youtube.com/watch?v=028tWJGCSdM,global,
u29,g2,video,Converting Metric Units for Capacity | Corbettmaths,https://www.youtube.com/watch?v=zGBN0ofKYpQ,global,
u29,g2,worksheet,Corbettmaths — Metric Units (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/metric-units-pdf.pdf,global,
u29,g3,video,What Shape is the Cross Section? (parallel and perpendicular) | Tom Teaches Math,https://www.youtube.com/watch?v=MeARCoXD03M,global,
u29,g3,video,Intro to Cross Sections / Slicing 3D Figures | Mark Wigand,https://www.youtube.com/watch?v=PcPBq0PYjAQ,global,
u29,g3,video,Views and Elevations | Corbettmaths,https://www.youtube.com/watch?v=BnwoipoGWJ8,global,
u29,g3,worksheet,Corbettmaths — Views and Elevations (PDF),https://corbettmaths.com/wp-content/uploads/2015/03/views.pdf,global,
