unit_id,outcome_id,type,label,url,scope,class_id
u34,y5,worksheet,Corbettmaths — Perimeter (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/perimeter-pdf.pdf,global,
u34,y6,video,Adding and Subtracting Decimals (How to) | Math with Mr. J,https://www.youtube.com/watch?v=PnwLv6khwk8,global,
u34,y6,video,How to Add and Subtract Decimals (Step-by-Step Examples) | Math with Mr. J,https://www.youtube.com/watch?v=Cg-_TeiaSa8,global,
u34,y6,worksheet,Corbettmaths — Adding Decimals (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/adding-decimals-pdf.pdf,global,
u34,y6,worksheet,Corbettmaths — Subtracting Decimals (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/subtracting-decimals-pdf.pdf,global,
u34,g1,video,Finding the Area of a Triangle | A Step-By-Step Guide | Math with Mr. J,https://www.youtube.com/watch?v=-ZPfB1uDjEw,global,
u34,g1,video,Area of Parallelograms | How to Find the Area of a Parallelogram | Math with Mr. J,https://www.youtube.com/watch?v=uj6k22WubCk,global,
u34,g1,worksheet,Corbettmaths — Area of a Triangle (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/area-of-a-triangle-pdf.pdf,global,
u34,g1,worksheet,Corbettmaths — Area of a Parallelogram (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/area-of-a-parallelogram-pdf.pdf,global,
u34,g2,video,How to Find the Area of a Composite Shape | L-Shaped Example | Math with Mr. J,https://www.youtube.com/watch?v=LAXHgQwcrDc,global,
u34,g2,video,Finding the Area of Composite Figures with Triangles | Math with Mr. J,https://www.youtube.com/watch?v=bo483Varm-U,global,
u34,g2,worksheet,Corbettmaths — Area of Compound Shapes (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/area-of-compound-shapes-pdf.pdf,global,
u34,g3,video,Perimeter of Composite Figures | Math with Mr. J,https://www.youtube.com/watch?v=4c_-Q5gADcQ,global,
u34,g3,video,Circumference of a Circle | Math with Mr. J,https://www.youtube.com/watch?v=_E0C5ECDS0U,global,
u34,g3,worksheet,Corbettmaths — Circumference (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/circumference-pdf.pdf,global,
